Method,Trial,P10_Throughput,Avg_Throughput,Avg_Sleeping_Sectors
Random,0,11.172902107142258,22.43930683227043,55.164
Random,1,9.925672452094428,21.45797897992369,56.148
Random,2,9.664706795136276,21.608625200992424,55.338
Random,3,10.213865618857659,21.274148216505978,56.418
Random,4,9.941675119726696,18.337309370838828,61.666
Random,5,10.311559530565937,22.572288496202088,55.212
Random,6,9.895625514715157,23.647435270986012,53.558
Random,7,9.217402260128036,21.070936571629222,56.264
Random,8,10.081219155845531,20.341181051084096,57.246
Random,9,10.620734238237334,21.726784675466323,56.038
Random,10,10.248652780425763,19.869740575827592,60.608
Random,11,9.962509286771128,18.580028922684036,60.806
Random,12,10.99497617538273,21.11195843974271,57.95
Random,13,10.230939253667147,20.907780626654457,57.804
Random,14,10.232934228732983,22.902139551315774,53.676
Random,15,10.090844052808963,21.411835999455977,56.746
Random,16,11.512548712663499,21.408068804751455,57.934
Random,17,10.154089168526832,23.50240384764135,52.87
Random,18,10.657800596361698,23.33735721090412,53.836
Random,19,9.476522572139487,21.871686221466607,55.7
Normal,0,15.808333408275962,45.9146279708558,0.0
Normal,1,13.902751805421685,46.08646173542328,0.0
Normal,2,13.784255187562623,45.925095807835824,0.0
Normal,3,15.087949262268284,44.70655178038482,0.0
Normal,4,16.22941152646138,46.14012764782655,0.0
Normal,5,15.376014548809374,44.89514470208158,0.0
Normal,6,11.939769335063993,45.09855078943908,0.0
Normal,7,16.215421629069617,44.67307558390328,0.0
Normal,8,17.075982103470977,44.89258592033929,0.0
Normal,9,15.272812105237913,44.79400528006049,0.0
Normal,10,13.653489220923781,45.63878853902704,0.0
Normal,11,16.31228529885088,44.0189409526094,0.0
Normal,12,13.14814895443909,45.87281304849907,0.0
Normal,13,15.407931841850399,45.64842913653102,0.0
Normal,14,13.76910478857036,45.43088771697565,0.0
Normal,15,13.701642967296646,44.756215494553615,0.0
Normal,16,15.974096571409824,46.13877848456668,0.0
Normal,17,15.966776291130797,45.63885714900294,0.0
Normal,18,12.9803639418478,44.73786691762659,0.0
Normal,19,12.940163555770607,44.6875879741521,0.0
Enhanced,0,3.699625460746637,24.554020056386644,56.17
Enhanced,1,3.424437335942833,26.278123051653186,52.858
Enhanced,2,2.5453261875641795,24.577242799198117,56.586
Enhanced,3,3.595251891673951,29.32020539464684,48.918
Enhanced,4,2.812537814267633,26.8457528934134,51.94
Enhanced,5,2.5747444967802324,25.454823908876104,54.104
Enhanced,6,2.322265277564172,25.126980248055506,53.566
Enhanced,7,3.7244094454682184,27.420042995951007,51.472
Enhanced,8,3.7186041438891246,26.211177242685796,53.514
Enhanced,9,4.488186974627029,27.539323273150845,52.222
Enhanced,10,1.8616045663416487,23.226036762751473,57.104
Enhanced,11,2.3348195647602843,22.85399453632262,58.198
Enhanced,12,2.821413334810049,26.150035366969075,53.436
Enhanced,13,2.085550756815967,25.757847743016715,53.542
Enhanced,14,1.7670732563320029,22.354540373775592,57.42
Enhanced,15,1.380574902302344,22.378239801253656,59.56
Enhanced,16,3.7222670971223004,27.86506505057481,51.858
Enhanced,17,3.2071583749898913,25.676641649215387,54.662
Enhanced,18,2.1219493801124703,25.41905772289015,54.58
Enhanced,19,2.269695486805316,24.12367162869692,57.762
Basic,0,3.699625460746637,24.554020056386644,56.17
Basic,1,3.424437335942833,26.278123051653186,52.858
Basic,2,2.5453261875641795,24.577242799198117,56.586
Basic,3,3.595251891673951,29.32020539464684,48.918
Basic,4,2.812537814267633,26.8457528934134,51.94
Basic,5,2.5747444967802324,25.454823908876104,54.104
Basic,6,2.322265277564172,25.126980248055506,53.566
Basic,7,3.7244094454682184,27.420042995951007,51.472
Basic,8,3.7186041438891246,26.211177242685796,53.514
Basic,9,4.488186974627029,27.539323273150845,52.222
Basic,10,1.8616045663416487,23.226036762751473,57.104
Basic,11,2.3348195647602843,22.85399453632262,58.198
Basic,12,2.821413334810049,26.150035366969075,53.436
Basic,13,2.085550756815967,25.757847743016715,53.542
Basic,14,1.7670732563320029,22.354540373775592,57.42
Basic,15,1.380574902302344,22.378239801253656,59.56
Basic,16,3.7222670971223004,27.86506505057481,51.858
Basic,17,3.2071583749898913,25.676641649215387,54.662
Basic,18,2.1219493801124703,25.41905772289015,54.58
Basic,19,2.269695486805316,24.12367162869692,57.762
VDN,0,10.301057725521266,25.055132803517992,52.938
VDN,1,8.6352088328439,24.824275301291742,52.99
VDN,2,11.452351702998467,28.483428279345766,46.938
VDN,3,10.003107987621762,26.54621209480283,43.938
VDN,4,8.314653223067822,24.484748530240353,53.142
VDN,5,5.358023929739953,23.27160285412783,54.466
VDN,6,8.02311487411861,27.32682236933986,47.638
VDN,7,8.135738202386817,24.11800620741718,53.126
VDN,8,8.448468330283493,24.957450374635993,50.314
VDN,9,11.140960332167014,30.074655408710036,38.516
VDN,10,10.44273896289854,27.495348190499644,48.186
VDN,11,9.819633331994169,27.53008892212443,46.938
VDN,12,10.630180695479673,29.41519706220382,41.738
VDN,13,10.706693370341288,27.418083367954768,49.95
VDN,14,9.482831510849888,25.172188860173424,50.128
VDN,15,8.40976632058882,27.141744161014195,48.402
VDN,16,10.094401306047546,26.689976951995284,49.12
VDN,17,9.832476324830827,24.638488033963046,53.224
VDN,18,8.083215902687456,25.260096787265255,47.784
VDN,19,8.592969650768003,27.58527695223978,46.938
